Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2023-06-07 17:19:36,"Deadlift",32min,"Lat Pulldown (Cable)",4,80.0,6,0,0,,,
2023-06-07 17:19:36,"Deadlift",32min,"Lat Pulldown (Cable)",5,70.0,7,0,0,,,
2023-06-07 17:19:36,"Deadlift",32min,"Lat Pulldown (Cable)",6,70.0,6,0,0,,,
2023-06-07 17:19:36,"Deadlift",32min,"Lat Pulldown (Cable)",7,70.0,6,0,0,,,
2023-06-07 17:19:36,"Deadlift",32min,"Lat Pulldown (Cable)",8,60.0,7,0,0,,,
2023-06-09 21:56:01,"Shoulders",46min,"Seated Overhead Press (Barbell)",1,15.0,10,0,0,"","",
2023-06-09 21:56:01,"Shoulders",46min,"Seated Overhead Press (Barbell)",2,35.0,5,0,0,,,
2023-06-09 21:56:01,"Shoulders",46min,"Seated Overhead Press (Barbell)",3,80.0,5,0,0,,,
2023-06-09 21:56:01,"Shoulders",46min,"Seated Overhead Press (Barbell)",4,80.0,4,0,0,,,
2023-06-09 21:56:01,"Shoulders",46min,"Seated Overhead Press (Barbell)",5,74.99999999999999,5,0,0,,,
2023-06-09 21:56:01,"Shoulders",46min,"Seated Overhead Press (Barbell)",6,74.99999999999999,4,0,0,,,
2023-06-09 21:56:01,"Shoulders",46min,"Seated Overhead Press (Barbell)",7,70.0,5,0,0,,,
2023-06-11 22:48:15,"Biceps",33min,"Bicep Curl (Barbell)",1,15.0,10,0,0,"","",
2023-06-11 22:48:15,"Biceps",33min,"Bicep Curl (Barbell)",2,35.0,5,0,0,,,
2023-06-11 22:48:15,"Biceps",33min,"Bicep Curl (Barbell)",3,65.0,7,0,0,,,
2023-06-11 22:48:15,"Biceps",33min,"Bicep Curl (Barbell)",4,65.0,4,0,0,,,
2023-06-11 22:48:15,"Biceps",33min,"Bicep Curl (Barbell)",5,60.0,5,0,0,,,
2023-06-11 22:48:15,"Biceps",33min,"Bicep Curl (Barbell)",6,60.0,4,0,0,,,
2023-06-11 22:48:15,"Biceps",33min,"Bicep Curl (Barbell)",7,55.0,5,0,0,,,
2023-06-11 22:48:15,"Biceps",33min,"Bicep Curl (Barbell)",8,55.0,4,0,0,,,
2023-06-12 21:03:56,"Chest",56min,"Bench Press (Barbell)",1,65.0,10,0,0,"","",
2023-06-12 21:03:56,"Chest",56min,"Bench Press (Barbell)",2,105.0,5,0,0,,,
2023-06-12 21:03:56,"Chest",56min,"Bench Press (Barbell)",3,149.99999999999997,7,0,0,,,
2023-06-12 21:03:56,"Chest",56min,"Bench Press (Barbell)",4,149.99999999999997,5,0,0,,,
2023-06-12 21:03:56,"Chest",56min,"Bench Press (Barbell)",5,140.0,6,0,0,,,
2023-06-12 21:03:56,"Chest",56min,"Bench Press (Barbell)",6,140.0,5,0,0,,,
2023-06-12 21:03:56,"Chest",56min,"Bench Press (Barbell)",7,130.0,6,0,0,,,
2023-06-12 21:03:56,"Chest",56min,"Bench Press (Barbell)",8,130.0,5,0,0,,,
2023-06-13 16:16:25,"Deadlift",42min,"Lat Pulldown (Cable)",1,40.0,10,0,0,"","",
2023-06-13 16:16:25,"Deadlift",42min,"Lat Pulldown (Cable)",2,60.0,5,0,0,,,
2023-06-13 16:16:25,"Deadlift",42min,"Lat Pulldown (Cable)",3,90.0,6,0,0,,,
2023-06-13 16:16:25,"Deadlift",42min,"Lat Pulldown (Cable)",4,80.0,6,0,0,,,
2023-06-13 16:16:25,"Deadlift",42min,"Lat Pulldown (Cable)",5,80.0,5,0,0,,,
2023-06-13 16:16:25,"Deadlift",42min,"Lat Pulldown (Cable)",6,70.0,8,0,0,,,
2023-06-13 16:16:25,"Deadlift",42min,"Lat Pulldown (Cable)",7,70.0,7,0,0,,,
2023-06-13 16:16:25,"Deadlift",42min,"Lat Pulldown (Cable)",8,70.0,6,0,0,,,
2023-06-15 21:15:17,"Shoulders",1h 6min,"Seated Overhead Press (Barbell)",1,15.0,10,0,0,"","",
2023-06-15 21:15:17,"Shoulders",1h 6min,"Seated Overhead Press (Barbell)",2,65.0,5,0,0,,,
2023-06-15 21:15:17,"Shoulders",1h 6min,"Seated Overhead Press (Barbell)",3,85.0,4,0,0,,,
2023-06-15 21:15:17,"Shoulders",1h 6min,"Seated Overhead Press (Barbell)",4,80.0,5,0,0,,,
2023-06-15 21:15:17,"Shoulders",1h 6min,"Seated Overhead Press (Barbell)",5,80.0,4,0,0,,,
2023-06-15 21:15:17,"Shoulders",1h 6min,"Seated Overhead Press (Barbell)",6,74.99999999999999,5,0,0,,,
2023-06-15 21:15:17,"Shoulders",1h 6min,"Seated Overhead Press (Barbell)",7,74.99999999999999,5,0,0,,,
2023-06-15 22:22:00,"Biceps",55min,"Bicep Curl (Barbell)",1,15.0,10,0,0,"","",
2023-06-15 22:22:00,"Biceps",55min,"Bicep Curl (Barbell)",2,35.0,5,0,0,,,
2023-06-15 22:22:00,"Biceps",55min,"Bicep Curl (Barbell)",3,70.0,5,0,0,,,
2023-06-15 22:22:00,"Biceps",55min,"Bicep Curl (Barbell)",4,65.0,4,0,0,,,
2023-06-15 22:22:00,"Biceps",55min,"Bicep Curl (Barbell)",5,60.0,5,0,0,,,
2023-06-15 22:22:00,"Biceps",55min,"Bicep Curl (Barbell)",6,60.0,4,0,0,,,
2023-06-15 22:22:00,"Biceps",55min,"Bicep Curl (Barbell)",7,55.0,6,0,0,,,
2023-06-15 22:22:00,"Biceps",55min,"Bicep Curl (Barbell)",8,55.0,4,0,0,,,
2023-06-18 16:00:45,"Deadlift",1h 7min,"Lat Pulldown (Cable)",1,40.0,10,0,0,"","",
2023-06-18 16:00:45,"Deadlift",1h 7min,"Lat Pulldown (Cable)",2,60.0,5,0,0,,,
2023-06-18 16:00:45,"Deadlift",1h 7min,"Lat Pulldown (Cable)",3,90.0,6,0,0,,,
2023-06-18 16:00:45,"Deadlift",1h 7min,"Lat Pulldown (Cable)",4,80.0,6,0,0,,,
2023-06-18 16:00:45,"Deadlift",1h 7min,"Lat Pulldown (Cable)",5,80.0,5,0,0,,,
2023-06-18 16:00:45,"Deadlift",1h 7min,"Lat Pulldown (Cable)",6,70.0,8,0,0,,,
2023-06-18 16:00:45,"Deadlift",1h 7min,"Lat Pulldown (Cable)",7,70.0,7,0,0,,,
2023-06-18 16:00:45,"Deadlift",1h 7min,"Lat Pulldown (Cable)",8,70.0,6,0,0,,,
2023-06-18 16:07:44,"Legs",1h,"Leg Extension (Machine)",1,40.0,10,0,0,"","",
2023-06-18 16:07:44,"Legs",1h,"Leg Extension (Machine)",2,60.0,5,0,0,,,
2023-06-18 16:07:44,"Legs",1h,"Leg Extension (Machine)",3,90.0,6,0,0,,,
2023-06-18 16:07:44,"Legs",1h,"Leg Extension (Machine)",4,80.0,6,0,0,,,
2023-06-18 16:07:44,"Legs",1h,"Leg Extension (Machine)",5,80.0,5,0,0,,,
2023-06-18 16:07:44,"Legs",1h,"Leg Extension (Machine)",6,70.0,8,0,0,,,
2023-06-18 16:07:44,"Legs",1h,"Leg Extension (Machine)",7,70.0,7,0,0,,,
2023-06-18 16:07:44,"Legs",1h,"Leg Extension (Machine)",8,70.0,6,0,0,,,
2023-06-19 18:52:43,"Biceps",40min,"Preacher Curl (Barbell)",1,20.0,10,0,0,"","",
2023-06-19 18:52:43,"Biceps",40min,"Preacher Curl (Barbell)",2,30.0,5,0,0,,,
2023-06-19 18:52:43,"Biceps",40min,"Preacher Curl (Barbell)",3,50.0,8,0,0,,,
2023-06-19 18:52:43,"Biceps",40min,"Preacher Curl (Barbell)",4,50.0,7,0,0,,,
2023-06-19 18:52:43,"Biceps",40min,"Preacher Curl (Barbell)",5,50.0,6,0,0,,,
2023-06-19 18:52:43,"Biceps",40min,"Preacher Curl (Barbell)",6,50.0,5,0,0,,,
2023-06-19 18:52:43,"Biceps",40min,"Preacher Curl (Barbell)",7,40.0,8,0,0,,,
2023-06-19 18:52:43,"Biceps",40min,"Preacher Curl (Barbell)",8,40.0,8,0,0,,,
2023-06-19 19:13:57,"Chest",19min,"Triceps Pushdown (Cable - Straight Bar)",1,20.0,10,0,0,"","",
2023-06-19 19:13:57,"Chest",19min,"Triceps Pushdown (Cable - Straight Bar)",2,30.0,5,0,0,,,
2023-06-19 19:13:57,"Chest",19min,"Triceps Pushdown (Cable - Straight Bar)",3,50.0,8,0,0,,,
2023-06-19 19:13:57,"Chest",19min,"Triceps Pushdown (Cable - Straight Bar)",4,50.0,7,0,0,,,
2023-06-19 19:13:57,"Chest",19min,"Triceps Pushdown (Cable - Straight Bar)",5,50.0,6,0,0,,,
2023-06-19 19:13:57,"Chest",19min,"Triceps Pushdown (Cable - Straight Bar)",6,50.0,5,0,0,,,
2023-06-19 19:13:57,"Chest",19min,"Triceps Pushdown (Cable - Straight Bar)",7,40.0,8,0,0,,,
2023-06-19 19:13:57,"Chest",19min,"Triceps Pushdown (Cable - Straight Bar)",8,40.0,8,0,0,,,
2023-06-20 22:49:29,"Chest",1h 24min,"Bench Press (Barbell)",1,65.0,10,0,0,"","",
2023-06-20 22:49:29,"Chest",1h 24min,"Bench Press (Barbell)",2,105.0,5,0,0,,,
2023-06-20 22:49:29,"Chest",1h 24min,"Bench Press (Barbell)",3,149.99999999999997,8,0,0,,,
2023-06-20 22:49:29,"Chest",1h 24min,"Bench Press (Barbell)",4,149.99999999999997,5,0,0,,,
2023-06-20 22:49:29,"Chest",1h 24min,"Bench Press (Barbell)",5,140.0,6,0,0,,,
2023-06-20 22:49:29,"Chest",1h 24min,"Bench Press (Barbell)",6,140.0,5,0,0,,,
2023-06-20 22:49:29,"Chest",1h 24min,"Bench Press (Barbell)",7,130.0,7,0,0,,,
2023-06-20 22:49:29,"Chest",1h 24min,"Bench Press (Barbell)",8,130.0,5,0,0,,,
2023-06-22 22:07:53,"Biceps",43min,"Bicep Curl (Barbell)",1,15.0,10,0,0,"","",
2023-06-22 22:07:53,"Biceps",43min,"Bicep Curl (Barbell)",2,35.0,5,0,0,,,
2023-06-22 22:07:53,"Biceps",43min,"Bicep Curl (Barbell)",3,70.0,6,0,0,,,
2023-06-22 22:07:53,"Biceps",43min,"Bicep Curl (Barbell)",4,65.0,5,0,0,,,
2023-06-22 22:07:53,"Biceps",43min,"Bicep Curl (Barbell)",5,65.0,4,0,0,,,
2023-06-22 22:07:53,"Biceps",43min,"Bicep Curl (Barbell)",6,60.0,6,0,0,,,
2023-06-22 22:07:53,"Biceps",43min,"Bicep Curl (Barbell)",7,60.0,5,0,0,,,
2023-06-22 22:07:53,"Biceps",43min,"Bicep Curl (Barbell)",8,55.0,5,0,0,,,
2023-06-24 15:04:41,"Shoulders",1h 57min,"Seated Overhead Press (Barbell)",1,15.0,10,0,0,"","",
2023-06-24 15:04:41,"Shoulders",1h 57min,"Seated Overhead Press (Barbell)",2,65.0,5,0,0,,,
2023-06-24 15:04:41,"Shoulders",1h 57min,"Seated Overhead Press (Barbell)",3,85.0,4,0,0,,,
2023-06-24 15:04:41,"Shoulders",1h 57min,"Seated Overhead Press (Barbell)",4,80.0,5,0,0,,,
2023-06-24 15:04:41,"Shoulders",1h 57min,"Seated Overhead Press (Barbell)",5,80.0,4,0,0,,,
2023-06-24 15:04:41,"Shoulders",1h 57min,"Seated Overhead Press (Barbell)",6,74.99999999999999,5,0,0,,,
2023-06-24 15:04:41,"Shoulders",1h 57min,"Seated Overhead Press (Barbell)",7,74.99999999999999,5,0,0,,,
2023-06-26 21:29:27,"Biceps",44min,"Bicep Curl (Barbell)",1,15.0,10,0,0,"","",
2023-06-26 21:29:27,"Biceps",44min,"Bicep Curl (Barbell)",2,35.0,5,0,0,,,
2023-06-26 21:29:27,"Biceps",44min,"Bicep Curl (Barbell)",3,70.0,6,0,0,,,
2023-06-26 21:29:27,"Biceps",44min,"Bicep Curl (Barbell)",4,65.0,5,0,0,,,
2023-06-26 21:29:27,"Biceps",44min,"Bicep Curl (Barbell)",5,65.0,4,0,0,,,
2023-06-26 21:29:27,"Biceps",44min,"Bicep Curl (Barbell)",6,60.0,6,0,0,,,
2023-06-26 21:29:27,"Biceps",44min,"Bicep Curl (Barbell)",7,60.0,5,0,0,,,
2023-06-26 21:29:27,"Biceps",44min,"Bicep Curl (Barbell)",8,55.0,5,0,0,,,
2023-06-27 22:07:15,"Shoulders",58min,"Seated Overhead Press (Barbell)",1,15.0,10,0,0,"","",
2023-06-27 22:07:15,"Shoulders",58min,"Seated Overhead Press (Barbell)",2,65.0,5,0,0,,,
2023-06-27 22:07:15,"Shoulders",58min,"Seated Overhead Press (Barbell)",3,85.0,4,0,0,,,
2023-06-27 22:07:15,"Shoulders",58min,"Seated Overhead Press (Barbell)",4,80.0,5,0,0,,,
2023-06-27 22:07:15,"Shoulders",58min,"Seated Overhead Press (Barbell)",5,80.0,4,0,0,,,
2023-06-27 22:07:15,"Shoulders",58min,"Seated Overhead Press (Barbell)",6,74.99999999999999,5,0,0,,,
2023-06-27 22:07:15,"Shoulders",58min,"Seated Overhead Press (Barbell)",7,74.99999999999999,5,0,0,,,
2023-06-28 17:22:16,"Deadlift",49min,"Lat Pulldown (Cable)",1,40.0,10,0,0,"","",
2023-06-28 17:22:16,"Deadlift",49min,"Lat Pulldown (Cable)",2,60.0,5,0,0,,,
2023-06-28 17:22:16,"Deadlift",49min,"Lat Pulldown (Cable)",3,90.0,6,0,0,,,
2023-06-28 17:22:16,"Deadlift",49min,"Lat Pulldown (Cable)",4,80.0,6,0,0,,,
2023-06-28 17:22:16,"Deadlift",49min,"Lat Pulldown (Cable)",5,80.0,5,0,0,,,
2023-06-28 17:22:16,"Deadlift",49min,"Lat Pulldown (Cable)",6,70.0,8,0,0,,,
2023-06-28 17:22:16,"Deadlift",49min,"Lat Pulldown (Cable)",7,70.0,7,0,0,,,
2023-06-28 17:22:16,"Deadlift",49min,"Lat Pulldown (Cable)",8,70.0,6,0,0,,,
2023-06-28 17:25:11,"Legs",46min,"Leg Extension (Machine)",1,40.0,10,0,0,"","",
2023-06-28 17:25:11,"Legs",46min,"Leg Extension (Machine)",2,60.0,5,0,0,,,
2023-06-28 17:25:11,"Legs",46min,"Leg Extension (Machine)",3,90.0,6,0,0,,,
2023-06-28 17:25:11,"Legs",46min,"Leg Extension (Machine)",4,80.0,6,0,0,,,
2023-06-28 17:25:11,"Legs",46min,"Leg Extension (Machine)",5,80.0,5,0,0,,,
2023-06-28 17:25:11,"Legs",46min,"Leg Extension (Machine)",6,70.0,8,0,0,,,
2023-06-28 17:25:11,"Legs",46min,"Leg Extension (Machine)",7,70.0,7,0,0,,,
2023-06-28 17:25:11,"Legs",46min,"Leg Extension (Machine)",8,70.0,6,0,0,,,
2023-06-29 15:59:24,"Chest",1h 17min,"Bench Press (Barbell)",1,65.0,10,0,0,"","",
2023-06-29 15:59:24,"Chest",1h 17min,"Bench Press (Barbell)",2,105.0,5,0,0,,,
2023-06-29 15:59:24,"Chest",1h 17min,"Bench Press (Barbell)",3,155.0,7,0,0,,,
2023-06-29 15:59:24,"Chest",1h 17min,"Bench Press (Barbell)",4,149.99999999999997,5,0,0,,,
2023-06-29 15:59:24,"Chest",1h 17min,"Bench Press (Barbell)",5,140.0,6,0,0,,,
2023-06-29 15:59:24,"Chest",1h 17min,"Bench Press (Barbell)",6,140.0,5,0,0,,,
2023-06-29 15:59:24,"Chest",1h 17min,"Bench Press (Barbell)",7,130.0,7,0,0,,,
2023-06-29 15:59:24,"Chest",1h 17min,"Bench Press (Barbell)",8,130.0,5,0,0,,,
2023-07-03 14:30:16,"Deadlift",39min,"Lat Pulldown (Cable)",1,40.0,10,0,0,"","",
2023-07-03 14:30:16,"Deadlift",39min,"Lat Pulldown (Cable)",2,60.0,5,0,0,,,
2023-07-03 14:30:16,"Deadlift",39min,"Lat Pulldown (Cable)",3,90.0,6,0,0,,,
2023-07-03 14:30:16,"Deadlift",39min,"Lat Pulldown (Cable)",4,80.0,7,0,0,,,
2023-07-03 14:30:16,"Deadlift",39min,"Lat Pulldown (Cable)",5,80.0,6,0,0,,,
2023-07-03 14:30:16,"Deadlift",39min,"Lat Pulldown (Cable)",6,80.0,5,0,0,,,
2023-07-03 14:30:16,"Deadlift",39min,"Lat Pulldown (Cable)",7,70.0,8,0,0,,,
2023-07-03 14:30:16,"Deadlift",39min,"Lat Pulldown (Cable)",8,70.0,7,0,0,,,
2023-07-03 15:09:34,"Legs",50s,"Leg Extension (Machine)",1,40.0,10,0,0,"","",
2023-07-03 15:09:34,"Legs",50s,"Leg Extension (Machine)",2,60.0,5,0,0,,,
2023-07-03 15:09:34,"Legs",50s,"Leg Extension (Machine)",3,90.0,6,0,0,,,
2023-07-03 15:09:34,"Legs",50s,"Leg Extension (Machine)",4,80.0,7,0,0,,,
2023-07-03 15:09:34,"Legs",50s,"Leg Extension (Machine)",5,80.0,6,0,0,,,
2023-07-03 15:09:34,"Legs",50s,"Leg Extension (Machine)",6,80.0,5,0,0,,,
2023-07-03 15:09:34,"Legs",50s,"Leg Extension (Machine)",7,70.0,8,0,0,,,
2023-07-03 15:09:34,"Legs",50s,"Leg Extension (Machine)",8,70.0,7,0,0,,,
2023-07-04 22:01:14,"Biceps",35min,"Bicep Curl (Barbell)",1,15.0,10,0,0,"","",
2023-07-04 22:01:14,"Biceps",35min,"Bicep Curl (Barbell)",2,35.0,5,0,0,,,
2023-07-04 22:01:14,"Biceps",35min,"Bicep Curl (Barbell)",3,70.0,6,0,0,,,
2023-07-04 22:01:14,"Biceps",35min,"Bicep Curl (Barbell)",4,65.0,5,0,0,,,
2023-07-04 22:01:14,"Biceps",35min,"Bicep Curl (Barbell)",5,65.0,4,0,0,,,
2023-07-04 22:01:14,"Biceps",35min,"Bicep Curl (Barbell)",6,60.0,6,0,0,,,
2023-07-04 22:01:14,"Biceps",35min,"Bicep Curl (Barbell)",7,60.0,5,0,0,,,
2023-07-04 22:01:14,"Biceps",35min,"Bicep Curl (Barbell)",8,55.0,5,0,0,,,
2023-07-05 21:32:12,"Shoulders",1h 10min,"Seated Overhead Press (Barbell)",1,15.0,10,0,0,"","",
2023-07-05 21:32:12,"Shoulders",1h 10min,"Seated Overhead Press (Barbell)",2,65.0,5,0,0,,,
2023-07-05 21:32:12,"Shoulders",1h 10min,"Seated Overhead Press (Barbell)",3,85.0,5,0,0,,,
2023-07-05 21:32:12,"Shoulders",1h 10min,"Seated Overhead Press (Barbell)",4,80.0,6,0,0,,,
2023-07-05 21:32:12,"Shoulders",1h 10min,"Seated Overhead Press (Barbell)",5,80.0,5,0,0,,,
2023-07-05 21:32:12,"Shoulders",1h 10min,"Seated Overhead Press (Barbell)",6,74.99999999999999,5,0,0,,,
2023-07-05 21:32:12,"Shoulders",1h 10min,"Seated Overhead Press (Barbell)",7,74.99999999999999,5,0,0,,,
2023-07-06 22:14:15,"Chest",50min,"Bench Press (Barbell)",1,65.0,10,0,0,"","",
2023-07-06 22:14:15,"Chest",50min,"Bench Press (Barbell)",2,105.0,5,0,0,,,
2023-07-06 22:14:15,"Chest",50min,"Bench Press (Barbell)",3,155.0,7,0,0,,,
2023-07-06 22:14:15,"Chest",50min,"Bench Press (Barbell)",4,155.0,5,0,0,,,
2023-07-06 22:14:15,"Chest",50min,"Bench Press (Barbell)",5,145.0,6,0,0,,,
2023-07-06 22:14:15,"Chest",50min,"Bench Press (Barbell)",6,140.0,5,0,0,,,
2023-07-06 22:14:15,"Chest",50min,"Bench Press (Barbell)",7,130.0,7,0,0,,,
2023-07-07 21:07:51,"Biceps",37min,"Bicep Curl (Barbell)",1,15.0,10,0,0,"","",
2023-07-07 21:07:51,"Biceps",37min,"Bicep Curl (Barbell)",2,35.0,5,0,0,,,
2023-07-07 21:07:51,"Biceps",37min,"Bicep Curl (Barbell)",3,70.0,6,0,0,,,
2023-07-07 21:07:51,"Biceps",37min,"Bicep Curl (Barbell)",4,65.0,5,0,0,,,
2023-07-07 21:07:51,"Biceps",37min,"Bicep Curl (Barbell)",5,65.0,4,0,0,,,
2023-07-07 21:07:51,"Biceps",37min,"Bicep Curl (Barbell)",6,60.0,6,0,0,,,
2023-07-07 21:07:51,"Biceps",37min,"Bicep Curl (Barbell)",7,60.0,5,0,0,,,
2023-07-08 15:15:04,"Deadlift",47min,"Lat Pulldown (Cable)",1,40.0,10,0,0,"","",
2023-07-08 15:15:04,"Deadlift",47min,"Lat Pulldown (Cable)",2,60.0,5,0,0,,,
2023-07-08 15:15:04,"Deadlift",47min,"Lat Pulldown (Cable)",3,90.0,6,0,0,,,
2023-07-08 15:15:04,"Deadlift",47min,"Lat Pulldown (Cable)",4,90.0,5,0,0,,,
2023-07-08 15:15:04,"Deadlift",47min,"Lat Pulldown (Cable)",5,80.0,7,0,0,,,
2023-07-08 15:15:04,"Deadlift",47min,"Lat Pulldown (Cable)",6,80.0,6,0,0,,,
2023-07-08 15:15:04,"Deadlift",47min,"Lat Pulldown (Cable)",7,80.0,5,0,0,,,
2023-07-08 15:18:53,"Legs",45min,"Leg Extension (Machine)",1,40.0,10,0,0,"","",
2023-07-08 15:18:53,"Legs",45min,"Leg Extension (Machine)",2,60.0,5,0,0,,,
2023-07-08 15:18:53,"Legs",45min,"Leg Extension (Machine)",3,100.0,6,0,0,,,
2023-07-08 15:18:53,"Legs",45min,"Leg Extension (Machine)",4,100.0,5,0,0,,,
2023-07-08 15:18:53,"Legs",45min,"Leg Extension (Machine)",5,90.0,7,0,0,,,
2023-07-08 15:18:53,"Legs",45min,"Leg Extension (Machine)",6,90.0,6,0,0,,,
2023-07-08 15:18:53,"Legs",45min,"Leg Extension (Machine)",7,90.0,5,0,0,,,
2023-07-11 00:50:28,"Shoulders",10h 4min,"Seated Overhead Press (Barbell)",1,15.0,10,0,0,"","",
2023-07-11 00:50:28,"Shoulders",10h 4min,"Seated Overhead Press (Barbell)",2,65.0,5,0,0,,,
2023-07-11 00:50:28,"Shoulders",10h 4min,"Seated Overhead Press (Barbell)",3,85.0,5,0,0,,,
2023-07-11 00:50:28,"Shoulders",10h 4min,"Seated Overhead Press (Barbell)",4,80.0,6,0,0,,,
2023-07-11 00:50:28,"Shoulders",10h 4min,"Seated Overhead Press (Barbell)",5,80.0,5,0,0,,,
2023-07-11 00:50:28,"Shoulders",10h 4min,"Seated Overhead Press (Barbell)",6,74.99999999999999,6,0,0,,,
2023-07-11 00:50:28,"Shoulders",10h 4min,"Seated Overhead Press (Barbell)",7,74.99999999999999,5,0,0,,,
2023-07-11 19:03:15,"Biceps",51min,"Preacher Curl (Barbell)",1,20.0,10,0,0,"","",
2023-07-11 19:03:15,"Biceps",51min,"Preacher Curl (Barbell)",2,30.0,5,0,0,,,
2023-07-11 19:03:15,"Biceps",51min,"Preacher Curl (Barbell)",3,50.0,9,0,0,,,
2023-07-11 19:03:15,"Biceps",51min,"Preacher Curl (Barbell)",4,50.0,8,0,0,,,
2023-07-11 19:03:15,"Biceps",51min,"Preacher Curl (Barbell)",5,50.0,7,0,0,,,
2023-07-11 19:03:15,"Biceps",51min,"Preacher Curl (Barbell)",6,50.0,6,0,0,,,
2023-07-11 19:03:15,"Biceps",51min,"Preacher Curl (Barbell)",7,40.0,8,0,0,,,
2023-07-11 19:12:44,"Deadlift",41min,"Lat Pulldown (Cable)",1,40.0,10,0,0,"","",
2023-07-11 19:12:44,"Deadlift",41min,"Lat Pulldown (Cable)",2,60.0,5,0,0,,,
2023-07-11 19:12:44,"Deadlift",41min,"Lat Pulldown (Cable)",3,90.0,6,0,0,,,
2023-07-11 19:12:44,"Deadlift",41min,"Lat Pulldown (Cable)",4,90.0,5,0,0,,,
2023-07-11 19:12:44,"Deadlift",41min,"Lat Pulldown (Cable)",5,80.0,8,0,0,,,
2023-07-11 19:12:44,"Deadlift",41min,"Lat Pulldown (Cable)",6,80.0,7,0,0,,,
2023-07-11 19:12:44,"Deadlift",41min,"Lat Pulldown (Cable)",7,80.0,6,0,0,,,
2023-07-12 23:03:45,"Chest",45min,"Bench Press (Barbell)",1,65.0,10,0,0,"","",
2023-07-12 23:03:45,"Chest",45min,"Bench Press (Barbell)",2,105.0,5,0,0,,,
2023-07-12 23:03:45,"Chest",45min,"Bench Press (Barbell)",3,160.0,6,0,0,,,
2023-07-12 23:03:45,"Chest",45min,"Bench Press (Barbell)",4,155.0,5,0,0,,,
2023-07-12 23:03:45,"Chest",45min,"Bench Press (Barbell)",5,145.0,6,0,0,,,
2023-07-12 23:03:45,"Chest",45min,"Bench Press (Barbell)",6,140.0,5,0,0,,,
2023-07-12 23:03:45,"Chest",45min,"Bench Press (Barbell)",7,130.0,7,0,0,,,
2023-07-14 17:19:19,"Shoulders",1h 18min,"Seated Overhead Press (Barbell)",1,15.0,10,0,0,"","",
2023-07-14 17:19:19,"Shoulders",1h 18min,"Seated Overhead Press (Barbell)",2,65.0,5,0,0,,,
2023-07-14 17:19:19,"Shoulders",1h 18min,"Seated Overhead Press (Barbell)",3,85.0,6,0,0,,,
2023-07-14 17:19:19,"Shoulders",1h 18min,"Seated Overhead Press (Barbell)",4,85.0,5,0,0,,,
2023-07-14 17:19:19,"Shoulders",1h 18min,"Seated Overhead Press (Barbell)",5,80.0,5,0,0,,,
2023-07-14 17:19:19,"Shoulders",1h 18min,"Seated Overhead Press (Barbell)",6,74.99999999999999,6,0,0,,,
2023-07-14 17:19:19,"Shoulders",1h 18min,"Seated Overhead Press (Barbell)",7,74.99999999999999,5,0,0,,,
2023-07-15 17:31:56,"Legs",34min,"Leg Extension (Machine)",1,40.0,10,0,0,"","",
2023-07-15 17:31:56,"Legs",34min,"Leg Extension (Machine)",2,60.0,5,0,0,,,
2023-07-15 17:31:56,"Legs",34min,"Leg Extension (Machine)",3,100.0,6,0,0,,,
2023-07-15 17:31:56,"Legs",34min,"Leg Extension (Machine)",4,100.0,5,0,0,,,
2023-07-15 17:31:56,"Legs",34min,"Leg Extension (Machine)",5,90.0,8,0,0,,,
2023-07-15 17:31:56,"Legs",34min,"Leg Extension (Machine)",6,90.0,7,0,0,,,
2023-07-15 17:31:56,"Legs",34min,"Leg Extension (Machine)",7,90.0,6,0,0,,,
2023-07-15 18:11:11,"Deadlift",3min,"Lat Pulldown (Cable)",1,40.0,10,0,0,"","",
2023-07-15 18:11:11,"Deadlift",3min,"Lat Pulldown (Cable)",2,60.0,5,0,0,,,
2023-07-15 18:11:11,"Deadlift",3min,"Lat Pulldown (Cable)",3,90.0,6,0,0,,,
2023-07-15 18:11:11,"Deadlift",3min,"Lat Pulldown (Cable)",4,90.0,5,0,0,,,
2023-07-15 18:11:11,"Deadlift",3min,"Lat Pulldown (Cable)",5,80.0,8,0,0,,,
2023-07-15 18:11:11,"Deadlift",3min,"Lat Pulldown (Cable)",6,80.0,7,0,0,,,
2023-07-15 18:11:11,"Deadlift",3min,"Lat Pulldown (Cable)",7,80.0,6,0,0,,,
2023-07-15 18:11:11,"Deadlift",3min,"Cambered Bar Lat Pulldown",1,90.0,6,0,0,"",,
2023-07-15 18:11:11,"Deadlift",3min,"Cambered Bar Lat Pulldown",2,90.0,5,0,0,,,
2023-07-17 00:10:47,"Chest",58min,"Bench Press (Barbell)",1,65.0,10,0,0,"","",
2023-07-17 00:10:47,"Chest",58min,"Bench Press (Barbell)",2,105.0,5,0,0,,,
2023-07-17 00:10:47,"Chest",58min,"Bench Press (Barbell)",3,160.0,6,0,0,,,
2023-07-17 00:10:47,"Chest",58min,"Bench Press (Barbell)",4,155.0,5,0,0,,,
2023-07-17 00:10:47,"Chest",58min,"Bench Press (Barbell)",5,145.0,6,0,0,,,
2023-07-17 00:10:47,"Chest",58min,"Bench Press (Barbell)",6,140.0,5,0,0,,,
2023-07-17 00:10:47,"Chest",58min,"Bench Press (Barbell)",7,130.0,7,0,0,,,
